Player,Innings,Runs,Average,Strike Rate,Z_Runs,Z_Average,Z_Strike Rate,Overall_Score
Abdur Razzak,97.0,779.0,13.43,76.37,-0.5864554590903318,-1.133572632027883,0.10837923903774568,-0.537216284026823
R McLaren,41.0,485.0,18.65,71.32,-0.701890841818366,-0.6555288736763848,-0.2577836961041665,-0.5384011371996391
Rohan Mustafa,33.0,671.0,20.33,68.12,-0.6288602935618546,-0.501675710069006,-0.4898077342138917,-0.540114579281584
U Bhatti,30.0,378.0,17.18,73.68,-0.743903038933671,-0.7901503918328411,-0.08666596799824257,-0.5402397995882515
DA Marillier,41.0,672.0,18.16,70.81,-0.6284676562056368,-0.7004027130618702,-0.2947625271779034,-0.5412109654818035
SM Sharif,33.0,292.0,17.17,74.11,-0.7776698515684021,-0.7910661844733611,-0.05548773787724868,-0.5414079246396706
KO Otieno,87.0,2016.0,23.44,56.61,-0.10076304944890901,-0.21686419886725103,-1.3243691962898128,-0.5473321482019909
AC Botha,38.0,666.0,19.58,68.65,-0.6308234803429437,-0.5703601581080144,-0.4513787529019682,-0.5508541304509754
AR Cusack,47.0,745.0,22.57,64.27,-0.5998051292017371,-0.2965381585925008,-0.7689616550646564,-0.5551016476196313
GP Howarth,65.0,1384.0,23.06,60.14,-0.34890985857856077,-0.2516643192070155,-1.068417679250021,-0.5563306190118658
DLS van Bunge,31.0,633.0,21.1,66.42,-0.6437805130981311,-0.43115967674895717,-0.6130705044596838,-0.5626702314355907
DJ Richardson,77.0,868.0,19.72,66.87,-0.5515107343869473,-0.5575390611407328,-0.5804421241005033,-0.5631639732093945
D Ganga,34.0,843.0,25.54,59.61,-0.5613266682923924,-0.024547744358027743,-1.1068466605619447,-0.5642403577374548
JE Emburey,45.0,501.0,14.31,75.45,-0.6956086441188812,-1.0529828796621132,0.041672328081199334,-0.5689730652332651
MJ Slater,42.0,987.0,24.07,60.4,-0.5047868889970287,-0.15916926251448407,-1.049565726153606,-0.5711739592217062
JN Gillespie,39.0,289.0,12.56,78.53,-0.7788477636370555,-1.2132465917531328,0.26499546476181046,-0.5756996302094592
MJ Horne,48.0,980.0,20.41,64.68,-0.5075353504905533,-0.494349368944845,-0.739233575181847,-0.5803727648724151
B Kumar,52.0,526.0,14.21,74.82,-0.6857927102134361,-1.0621408060673143,-0.004007404421653675,-0.5839803069008014
J Mubarak,37.0,704.0,22.7,63.13,-0.6159032608066671,-0.2846328542657395,-0.8516202186412458,-0.584052111237884
DO Obuya,73.0,1355.0,19.35,63.46,-0.36029634190887705,-0.5914233888399767,-0.8276927397111804,-0.5931374901533446
JG Bracewell,43.0,512.0,16.51,71.4,-0.6912896332004853,-0.8515084987476884,-0.2519830951514224,-0.5982604090331987
CS Baugh,35.0,482.0,20.08,67.03,-0.7030687538870195,-0.5245705260820088,-0.5688409221950174,-0.5988267340546819
Mohammad Rafique,106.0,1191.0,13.38,71.61,-0.4246888683285968,-1.1381515952304835,-0.23675651765047212,-0.5998656604031841
GJ Rennie,37.0,617.0,19.9,66.48,-0.650062710797616,-0.5410547936113709,-0.6087200537451263,-0.5999458527180377
B Zuiderent,56.0,1097.0,23.84,58.56,-0.46159677981307035,-0.1802324932464467,-1.1829795480666982,-0.6082696070420717
RS Kalpage,69.0,844.0,20.58,63.93,-0.5609340309361747,-0.47878089405600327,-0.7936142091138145,-0.6111097113686641
CO Browne,32.0,415.0,17.29,70.33,-0.7293754567536123,-0.78007667278712,-0.3295661328943626,-0.6130060874783649
R Rampaul,40.0,362.0,12.48,76.69,-0.7501852366331558,-1.2205729328772936,0.1315816428487178,-0.6130588422205772
AF Giles,35.0,385.0,17.5,69.87,-0.7411545774401463,-0.7608450273361975,-0.36291958837263527,-0.6216397310496596
SK Warne,107.0,1018.0,13.05,72.04,-0.49261513095427684,-1.1683727523676473,-0.20557828752947718,-0.6221887236171337
HS Modi,56.0,1109.0,23.59,58.18,-0.4568851315384567,-0.20312730925944947,-1.2105324025922284,-0.6235149477967115
LK Germon,31.0,519.0,19.96,65.94,-0.6885411717069607,-0.53556003776825,-0.647874110176143,-0.6239917732171179
MA Ouma,77.0,1501.0,20.84,59.44,-0.30297128790107775,-0.4549702854024802,-1.119172937586524,-0.6257048369633607
GH Dockrell,57.0,579.0,16.54,69.34,-0.6649829303338926,-0.8487611208261283,-0.40134856968455873,-0.6383642069481932
Mohammed Shami,34.0,136.0,7.55,82.92,-0.8389212791383794,-1.6720587046537088,0.5833034420435909,-0.6425588472494991
SCJ Broad,68.0,529.0,12.3,74.61,-0.6846147981447827,-1.2370572004066556,-0.01923398192260399,-0.6469686601580141
DR Tuffey,52.0,295.0,9.51,79.3,-0.7764919394997487,-1.492563347111767,0.32082624893196304,-0.6494096792265175
Z Khan,101.0,792.0,12.0,73.46,-0.5813511734595004,-1.264530979622259,-0.10261762061828718,-0.6494999245666822
PK Amre,30.0,513.0,20.52,64.2,-0.6908969958442676,-0.4842756498991238,-0.7740371808983061,-0.6497366088805658
XM Marshall,33.0,542.0,18.06,66.91,-0.6795105125139512,-0.7095606394670714,-0.5775418236241324,-0.6555376585350516
GRJ Matthews,50.0,619.0,16.72,67.94,-0.6492774360851804,-0.8322768532967664,-0.5028590863575643,-0.6614711252465036
Khaled Mashud,110.0,1818.0,21.9,54.84,-0.1785052459800341,-0.3578962655073485,-1.4527074923692547,-0.663036334618879
RR Patel,35.0,621.0,20.03,63.49,-0.6484921613727448,-0.5291494892846091,-0.8255175143539016,-0.6677197216704185
GF Lawson,52.0,378.0,11.11,75.6,-0.743903038933671,-1.346036524628549,0.05254845486759212,-0.6791303695648759
PA Wallace,33.0,701.0,21.24,60.9,-0.6170811728753205,-0.4183385797816759,-1.0133119701989615,-0.6829105742853192
MA Ealham,45.0,716.0,17.46,65.56,-0.6111916125320535,-0.7645081978982778,-0.6754269647016726,-0.6837089250440013
Mirwais Ashraf,38.0,387.0,14.33,71.27,-0.7403693027277107,-1.051151294381073,-0.26140907169963074,-0.6843098896028048
Akram Khan,44.0,976.0,23.23,56.71,-0.5091058999154245,-0.23609584431817343,-1.3171184450988838,-0.6874400631108273
Khaled Mahmud,72.0,991.0,14.36,67.83,-0.5032163395721575,-1.0484039164595127,-0.5108349126675861,-0.6874850562330854
PR Reiffel,57.0,503.0,13.97,70.94,-0.6948233694064456,-1.084119829439797,-0.2853365506296961,-0.6880932498253128
RC Russell,31.0,423.0,17.62,66.3,-0.7262343579038698,-0.7498555156499561,-0.6217714058887989,-0.6992870931475416
GS Blewett,30.0,551.0,20.4,61.97,-0.675976776307991,-0.49526516158536527,-0.9357289324560217,-0.7023236234497927
DD Ebrahim,76.0,1443.0,20.61,56.81,-0.32574425456171036,-0.47603351613444284,-1.3098676939079548,-0.7038818215347027
Rajin Saleh,43.0,1005.0,23.92,54.82,-0.49771941658510827,-0.1729061521222856,-1.4541576426074407,-0.7082610704382781
Aminul Islam,39.0,794.0,23.35,56.59,-0.5805658987470648,-0.225106332631932,-1.3258193465279982,-0.7104971926356649
JK Kamande,72.0,1055.0,17.29,62.61,-0.4780875487742181,-0.78007667278712,-0.8893241248340765,-0.7158294487984715
DN Patel,63.0,623.0,11.75,71.77,-0.6477068866603092,-1.2874257956352617,-0.22515531574498607,-0.7200959993468522
TE Blain,38.0,442.0,16.37,66.76,-0.7187742481357315,-0.86432959571497,-0.5884179504105251,-0.7238405980870756
AR White,46.0,776.0,18.04,62.83,-0.5876333711589853,-0.7113922247481116,-0.8733724722140329,-0.7241326893737099
M Muralitharan,162.0,674.0,6.8,77.56,-0.6276823814932012,-1.740743152692717,0.19466317820979986,-0.7245874519920393
NN Odhiambo,53.0,528.0,12.0,71.64,-0.6850074355010005,-1.264530979622259,-0.23458129229319336,-0.728039902472151
Qasim Umar,31.0,642.0,22.92,57.06,-0.6402467768921709,-0.2644854161742968,-1.2917408159306323,-0.7321576696657
DJ Nash,53.0,624.0,15.6,66.38,-0.6473142493040913,-0.9348456290350188,-0.6159708049360558,-0.7327102277583886
KS More,65.0,563.0,13.09,69.67,-0.6712651280333773,-1.1647095818055668,-0.3774210907544933,-0.7377986001978125
PS de Villiers,36.0,170.0,8.09,77.98,-0.8255716090269741,-1.6226059020656227,0.22511633321170155,-0.7410203926269651
Javed Omar,59.0,1312.0,23.85,51.89,-0.3771797482262426,-0.17931670060592642,-1.6666046525016585,-0.741033700444609
RS Madugalle,56.0,950.0,18.62,60.35,-0.5193144711770874,-0.6582762515979449,-1.0531911017490703,-0.7435939415080342
M Morkel,47.0,268.0,9.24,75.7,-0.7870931481176294,-1.5172897484058097,0.059799206058521674,-0.7481945634883058
SMH Kirmani,31.0,373.0,20.72,60.55,-0.74586622571476,-0.46595979708872165,-1.0386895993672127,-0.7501718740568981
Shoaib Mohammad,58.0,1269.0,24.4,50.92,-0.3940631545436082,-0.12894810537732054,-1.736936939053669,-0.7533160663248659
S Madan Lal,35.0,401.0,19.09,62.17,-0.7348723797406616,-0.6152339974934997,-0.9212274300741636,-0.7571112691027749
DK Lillee,34.0,240.0,9.23,75.0,-0.7980869940917279,-1.51820554104633,0.009043947722018908,-0.7690828624720129
Farhad Reza,31.0,412.0,16.48,64.77,-0.7305533688222657,-0.8542558766692488,-0.7327078991100117,-0.7725057148671753
MA Holding,42.0,282.0,9.09,74.8,-0.7815962251305801,-1.5310266380136115,-0.005457554659839174,-0.7726934726013436
C Pringle,41.0,193.0,8.77,75.39,-0.8165409498339646,-1.5603320025102552,0.037321877366641804,-0.7798503583258592
KM Dabengwa,34.0,514.0,19.03,60.39,-0.6905043584880497,-0.6207287533366204,-1.0502908012726988,-0.7871746376991229
P Utseya,132.0,1406.0,16.73,58.34,-0.3402718367417691,-0.831361060656246,-1.1989312006867419,-0.7901880326949189
SJ Benn,30.0,182.0,7.91,75.83,-0.8208599607523605,-1.6390901695949847,0.06922518260672897,-0.7969083159135387
GR Larsen,70.0,629.0,14.62,64.84,-0.6453510625230023,-1.02459330780599,-0.7276323732763609,-0.799192247868451
Shoaib Akhtar,84.0,394.0,8.95,73.23,-0.7376208412341861,-1.5438477349808932,-0.119294348357423,-0.8002543081908341
TA Boult,39.0,154.0,9.62,73.68,-0.8318538067264589,-1.4824896280660458,-0.08666596799824257,-0.8003364675969157
RDB Croft,36.0,345.0,14.37,66.47,-0.7568600716888585,-1.0474881238189926,-0.6094451288642195,-0.8045977747906902
NW Bracken,35.0,199.0,11.7,70.56,-0.8141851256966578,-1.2920047588378625,-0.31288940515522573,-0.8063597632299152
RT Latham,33.0,583.0,20.1,57.83,-0.6634123809090213,-0.5227389408009684,-1.2359100317604799,-0.8073537844901565
TN de Grooth,32.0,480.0,17.14,62.01,-0.703854028599455,-0.7938135623949215,-0.9328286319796503,-0.8101654076580089
SL Malinga,119.0,567.0,6.83,74.5,-0.6696945786085061,-1.737995774771157,-0.027209808232625782,-0.8116333872040963
Umar Gul,65.0,457.0,9.72,71.18,-0.7128846877924645,-1.4733317016608445,-0.26793474777146603,-0.818050379074925
RC Irani,30.0,360.0,14.4,65.57,-0.7509705113455915,-1.044740745897432,-0.6747018895825804,-0.8234710489418678
MC Snedden,54.0,535.0,15.28,63.46,-0.6822589740074758,-0.9641509935316624,-0.8276927397111804,-0.8247009024167727
PJ Cummins,35.0,234.0,10.17,71.34,-0.8004428182290347,-1.4321210328374394,-0.25633354586597995,-0.8296324656441514
Waqar Younis,139.0,969.0,10.3,67.05,-0.5118543614089491,-1.420215728510678,-0.5673907719568319,-0.8331536206254864
RW Chakabva,35.0,599.0,18.15,58.89,-0.6571301832095364,-0.7013185057023904,-1.1590520691366328,-0.8391669193495199
RM Haq,40.0,566.0,16.64,60.79,-0.670087215964724,-0.8396031944209271,-1.0212877965089833,-0.8436594022982113
AG Cremer,71.0,744.0,14.58,62.2,-0.600197766557955,-1.02825647836807,-0.9190522047168849,-0.8491688165476365
WKM Benjamin,52.0,298.0,7.45,73.39,-0.7753140274310952,-1.6812166310589098,-0.10769314645193695,-0.8547412683139807
DW Fleming,31.0,152.0,11.69,68.77,-0.8326390814388945,-1.2929205514783826,-0.4426778514728542,-0.8560791614633771
C White,41.0,568.0,15.77,61.2,-0.6693019412522884,-0.919277154146177,-0.9915597166261743,-0.8600462706748797
RMH Binny,49.0,629.0,16.12,60.13,-0.6453510625230023,-0.8872244117279728,-1.0691427543691139,-0.8672394095400296
GF Labrooy,36.0,249.0,8.58,71.14,-0.7945532578857677,-1.5777320626801374,-0.27083504824783805,-0.8810401229379143
S Wettimuny,33.0,786.0,24.56,48.04,-0.5837069975968072,-0.11429542312899874,-1.9457585733524227,-0.8812536646927428
D Gough,87.0,609.0,12.42,64.3,-0.6532038096473585,-1.2260676887204143,-0.7667864297073776,-0.8820193093583834
Iftikhar Anjum,34.0,234.0,15.6,61.9,-0.8004428182290347,-0.9348456290350188,-0.940804458289672,-0.8920309685179084
BAW Mendis,42.0,188.0,8.17,71.48,-0.8185041366150536,-1.6152795609414616,-0.2461824941986794,-0.8933220639183982
DP Viljoen,43.0,512.0,14.22,61.91,-0.6912896332004853,-1.0612250134267942,-0.9400793831705793,-0.8975313432659529
DSBP Kuruppu,52.0,1022.0,20.03,51.66,-0.4910445815294056,-0.5291494892846091,-1.6832813802407953,-0.9011584836849367
CEL Ambrose,96.0,639.0,10.65,64.87,-0.6414246889608243,-1.388162986092474,-0.7254571479190821,-0.9183482743241268
CA Walsh,79.0,321.0,6.97,71.17,-0.7662833682380858,-1.7251746778038752,-0.2686598228905593,-0.9200392896441735
UC Hathurusingha,33.0,669.0,20.9,50.75,-0.6296455682742902,-0.44947552955935965,-1.7492632160782484,-0.942794771303966
Imran Tahir,36.0,157.0,7.85,69.77,-0.8306758946578056,-1.6445849254381053,-0.3701703395635648,-0.9484770532198252
Mohammad Sami,46.0,314.0,11.62,64.08,-0.7690318297316104,-1.2993310999620233,-0.7827380823274211,-0.9503670040070182
Tushar Imran,40.0,574.0,14.35,59.17,-0.6669461171149815,-1.0493197091000328,-1.1387499658020317,-0.9516719306723487
AR Caddick,38.0,249.0,12.45,63.03,-0.7945532578857677,-1.223320310798854,-0.8588709698321748,-0.9589148461722654
A Kumble,136.0,938.0,10.53,61.06,-0.5240261194517011,-1.3991524977787155,-1.0017107682934747,-0.9749631285079636
J Garner,41.0,239.0,9.19,66.38,-0.7984796314479456,-1.5218687116084106,-0.6159708049360558,-0.978773049330804
KM Jarvis,33.0,222.0,9.65,65.87,-0.8051544665036483,-1.4797422501444855,-0.6529496360097927,-0.9792821175526422
M Ntini,47.0,199.0,8.65,66.77,-0.8141851256966578,-1.5713215141964967,-0.587692875291433,-0.991066505061529
DW Steyn,51.0,365.0,9.35,64.94,-0.7490073245645025,-1.5072160293600885,-0.7203816220854323,-0.9922016586700078
AME Roberts,32.0,231.0,10.04,64.7,-0.8016207302976881,-1.444026337164201,-0.7377834249436614,-0.9944768308018501
Sarfraz Nawaz,31.0,221.0,9.6,64.05,-0.8055471038598662,-1.4843212133470858,-0.7849133076846999,-1.0249272082972172
IDR Bradshaw,34.0,287.0,12.47,59.79,-0.7796330383494912,-1.2214887255178137,-1.0937953084182725,-1.0316390240951925
HMRKB Herath,30.0,140.0,9.33,64.51,-0.8373507297135082,-1.509047614641129,-0.7515598522064263,-1.0326527321870211
ML Nkala,35.0,324.0,10.8,61.59,-0.7651054561694324,-1.3744260964846724,-0.9632817869815514,-1.0342711132118854
Mansoor Akhtar,35.0,593.0,17.44,51.65,-0.6594860073468433,-0.7663397831793181,-1.6840064553598881,-1.036610748628683
PJ Ongondo,62.0,391.0,9.09,62.96,-0.7387987533028395,-1.5310266380136115,-0.8639464956658252,-1.044590628994092
GP Wickramasinghe,64.0,344.0,8.6,63.35,-0.7572527090450764,-1.5759004773990968,-0.8356685660212022,-1.0562739174884583
JR Ratnayeke,69.0,824.0,14.98,52.45,-0.5687867780605307,-0.9916247727472657,-1.6260004458324564,-1.0621373322134176
GB Brent,54.0,408.0,12.0,58.45,-0.7321239182471369,-1.264530979622259,-1.19095537437672,-1.062536757415372
RM Hogg,35.0,137.0,9.13,63.13,-0.8385286417821616,-1.5273634674515308,-0.8516202186412458,-1.0725041092916459
Tapash Baisya,41.0,336.0,12.0,58.33,-0.7603938078948187,-1.264530979622259,-1.1996562758058351,-1.074860354440971
JR Thomson,30.0,181.0,7.54,64.64,-0.8212525981085783,-1.6729744972942289,-0.742133875658219,-1.0787869903536753
IR Bishop,44.0,405.0,16.2,52.19,-0.7333018303157903,-0.8798980706038121,-1.644852398928872,-1.0860174332828247
TJ Murtagh,36.0,188.0,7.83,63.08,-0.8185041366150536,-1.6464165107191457,-0.8552455942367105,-1.1067220805236366
CRD Fernando,61.0,239.0,9.19,60.96,-0.7984796314479456,-1.5218687116084106,-1.008961519484404,-1.1097699541802535
RAS Lakmal,48.0,244.0,9.38,60.39,-0.7965164446668567,-1.5044686514385281,-1.0502908012726988,-1.1170919657926945
Aaqib Javed,51.0,267.0,10.68,58.55,-0.7874857854738472,-1.3854156081709137,-1.1837046231857915,-1.1188686722768506
RW Price,59.0,406.0,9.66,57.91,-0.7329091929595725,-1.4788264575039651,-1.2301094308077367,-1.1472816937570913
KAJ Roach,57.0,308.0,13.39,53.47,-0.7713876538689173,-1.1372358025899634,-1.5520427836849815,-1.1535554133812873
ST Finn,30.0,136.0,8.0,60.98,-0.8389212791383794,-1.6308480358303037,-1.0075113692462183,-1.159093561404967
Mushtaq Ahmed,76.0,399.0,9.5,57.16,-0.7356576544530972,-1.4934791397522869,-1.2844900647397037,-1.1712089529816958
Saeed Ajmal,70.0,324.0,7.04,60.56,-0.7651054561694324,-1.7187641293202345,-1.0379645242481195,-1.1739447032459287
AO Suji,46.0,506.0,12.97,51.79,-0.6936454573377921,-1.1756990934918081,-1.6738554036925875,-1.1810666515073958
BKV Prasad,63.0,221.0,6.9,60.21,-0.8055471038598662,-1.7315852262875162,-1.063342153416371,-1.2001581611879177
CPH Ramanayake,35.0,210.0,10.0,56.14,-0.809866114778262,-1.4476895077262812,-1.3584477268871786,-1.2053344497972405
CJ McKay,31.0,190.0,9.04,56.37,-0.817718861902618,-1.5356056012162123,-1.3417709991480424,-1.231698487422291
T Mupariwa,32.0,185.0,8.4,56.92,-0.8196820486837071,-1.5942163302094994,-1.301891867597933,-1.2385967488303797
Saqlain Mushtaq,98.0,711.0,11.85,49.58,-0.6131547993131424,-1.2782678692300606,-1.834097005012117,-1.2418398911851067
HA Varaiya,38.0,252.0,12.0,51.53,-0.7933753458171142,-1.264530979622259,-1.6927073567890027,-1.2502045607427918
M Dillon,51.0,227.0,7.32,55.23,-0.8031912797225593,-1.6931219353856712,-1.4244295627246322,-1.3069142592776208
A Nehra,46.0,141.0,5.64,57.31,-0.8369580923572905,-1.84697509899305,-1.27361393795331,-1.31918237643455
AR Whittall,35.0,168.0,7.63,54.19,-0.8263568837394097,-1.664732363529548,-1.4998373751102931,-1.3303088741264169
Rubel Hossain,52.0,140.0,5.0,56.22,-0.8373507297135082,-1.9055858279863371,-1.3526471259344357,-1.365194561211427
Shafiul Islam,33.0,129.0,5.86,54.89,-0.841669740631904,-1.8268276609016076,-1.4490821167737904,-1.3725265061024339
T Panyangara,49.0,239.0,6.63,51.61,-0.7984796314479456,-1.7563116275815591,-1.6869067558362596,-1.413899338288588
Junaid Khan,31.0,68.0,4.85,53.54,-0.8656206193611901,-1.9193227175941387,-1.5469672578513312,-1.4439701982688866
JM Anderson,79.0,273.0,7.58,48.66,-0.7851299613365403,-1.6693113267321487,-1.9008039159686634,-1.451748401345784
MA Suji,52.0,247.0,8.23,46.95,-0.7953385325982033,-1.609784805098341,-2.0247917613335478,-1.476638366343364
TL Chatara,45.0,165.0,6.6,49.1,-0.8275347958080631,-1.7590590055031192,-1.8689006107285757,-1.4851648040132526
DK Morrison,43.0,171.0,9.0,42.75,-0.8251789716707563,-1.5392687717782925,-2.3293233113525633,-1.5645903516005373
GD McGrath,68.0,115.0,3.83,48.72,-0.8471666636189533,-2.0127335669271904,-1.8964534652541059,-1.5854512319334164
WB Rankin,32.0,86.0,6.61,43.43,-0.8585531469492697,-1.7581432128625993,-2.280018203254247,-1.632238187688705
EJ Chatfield,48.0,118.0,10.72,34.1,-0.8459887515502998,-1.3817524376088333,-2.9565132893679165,-1.728084826175683
CD Collymore,35.0,104.0,5.77,39.84,-0.8514856745373491,-1.8350697946662886,-2.540320171008595,-1.742291880070744
AA Donald,40.0,95.0,4.31,34.05,-0.8550194107433093,-1.968775520182225,-2.9601386649633814,-1.927977865296305
Mohammad Irfan,33.0,48.0,4.0,32.21,-0.8734733664855462,-1.9971650920383484,-3.093552486876473,-1.988063648466789
CB Mpofu,40.0,48.0,2.4,23.76,-0.8734733664855462,-2.1436919145215665,-3.7062409625099684,-2.2411354145056936
